week,pollutant,group1,group2,meandiff,p_value,lower,upper,reject
2,pm25,2_hw_4,hw_4,0.2032,0.9852,-0.5473,0.9536,FALSE
2,pm25,2_hw_4,non_canyon,-0.9436,0,-1.3753,-0.5119,TRUE
2,pm25,2_hw_4,on_viaduct,-0.9445,0,-1.4116,-0.4773,TRUE
2,pm25,2_hw_4,under_viaduct,-0.7343,0.2926,-1.7161,0.2476,FALSE
2,pm25,hw_4,non_canyon,-1.1468,0,-1.7738,-0.5197,TRUE
2,pm25,hw_4,on_viaduct,-1.1477,0,-1.7996,-0.4957,TRUE
2,pm25,hw_4,under_viaduct,-0.9374,0.1403,-2.0195,0.1446,FALSE
2,pm25,non_canyon,on_viaduct,-0.0009,1,-0.2206,0.2189,FALSE
2,pm25,non_canyon,under_viaduct,0.2093,0.993,-0.6817,1.1004,FALSE
2,pm25,on_viaduct,under_viaduct,0.2102,0.9936,-0.6986,1.119,FALSE
3,pm25,0_hw_1,1_hw_2,0.4192,0,0.1738,0.6646,TRUE
3,pm25,0_hw_1,2_hw_4,1.023,0,0.6714,1.3746,TRUE
3,pm25,0_hw_1,hw_4,1.3648,0,0.8571,1.8725,TRUE
3,pm25,0_hw_1,non_canyon,-0.5544,0,-0.6703,-0.4385,TRUE
3,pm25,0_hw_1,on_viaduct,-0.4984,0,-0.6831,-0.3137,TRUE
3,pm25,0_hw_1,under_viaduct,-0.7837,0.0224,-1.5032,-0.0642,TRUE
3,pm25,1_hw_2,2_hw_4,0.6038,0.0003,0.1944,1.0132,TRUE
3,pm25,1_hw_2,hw_4,0.9456,0,0.3962,1.4949,TRUE
3,pm25,1_hw_2,non_canyon,-0.9736,0,-1.2132,-0.734,TRUE
3,pm25,1_hw_2,on_viaduct,-0.9176,0,-1.197,-0.6382,TRUE
3,pm25,1_hw_2,under_viaduct,-1.2029,0,-1.9524,-0.4535,TRUE
3,pm25,2_hw_4,hw_4,0.3418,0.6378,-0.2625,0.9461,FALSE
3,pm25,2_hw_4,non_canyon,-1.5774,0,-1.925,-1.2298,TRUE
3,pm25,2_hw_4,on_viaduct,-1.5214,0,-1.8975,-1.1452,TRUE
3,pm25,2_hw_4,under_viaduct,-1.8067,0,-2.5973,-1.0161,TRUE
3,pm25,hw_4,non_canyon,-1.9192,0,-2.4241,-1.4142,TRUE
3,pm25,hw_4,on_viaduct,-1.8631,0,-2.3882,-1.3381,TRUE
3,pm25,hw_4,under_viaduct,-2.1485,0,-3.0198,-1.2772,TRUE
3,pm25,non_canyon,on_viaduct,0.056,0.9672,-0.1209,0.233,FALSE
3,pm25,non_canyon,under_viaduct,-0.2293,0.9657,-0.9469,0.4882,FALSE
3,pm25,on_viaduct,under_viaduct,-0.2853,0.9125,-1.0172,0.4465,FALSE
4,pm25,0_hw_1,1_hw_2,0.1954,0.4593,-0.1029,0.4938,FALSE
4,pm25,0_hw_1,2_hw_4,0.5484,0.003,0.1209,0.9759,TRUE
4,pm25,0_hw_1,hw_4,0.7834,0.0035,0.1661,1.4006,TRUE
4,pm25,0_hw_1,non_canyon,-0.3575,0,-0.4985,-0.2166,TRUE
4,pm25,0_hw_1,on_viaduct,-0.1091,0.7844,-0.3336,0.1155,FALSE
4,pm25,0_hw_1,under_viaduct,-0.4418,0.7516,-1.3165,0.433,FALSE
4,pm25,1_hw_2,2_hw_4,0.353,0.3581,-0.1448,0.8507,FALSE
4,pm25,1_hw_2,hw_4,0.5879,0.1272,-0.0799,1.2558,FALSE
4,pm25,1_hw_2,non_canyon,-0.553,0,-0.8443,-0.2616,TRUE
4,pm25,1_hw_2,on_viaduct,-0.3045,0.1134,-0.6442,0.0352,FALSE
4,pm25,1_hw_2,under_viaduct,-0.6372,0.3756,-1.5484,0.274,FALSE
4,pm25,2_hw_4,hw_4,0.235,0.9655,-0.4997,0.9697,FALSE
4,pm25,2_hw_4,non_canyon,-0.9059,0,-1.3286,-0.4833,TRUE
4,pm25,2_hw_4,on_viaduct,-0.6575,0.0005,-1.1148,-0.2001,TRUE
4,pm25,2_hw_4,under_viaduct,-0.9902,0.0385,-1.9514,-0.0289,TRUE
4,pm25,hw_4,non_canyon,-1.1409,0,-1.7548,-0.527,TRUE
4,pm25,hw_4,on_viaduct,-0.8924,0.0007,-1.5307,-0.2541,TRUE
4,pm25,hw_4,under_viaduct,-1.2251,0.0116,-2.2845,-0.1658,TRUE
4,pm25,non_canyon,on_viaduct,0.2485,0.0118,0.0334,0.4636,TRUE
4,pm25,non_canyon,under_viaduct,-0.0842,1,-0.9566,0.7882,FALSE
4,pm25,on_viaduct,under_viaduct,-0.3327,0.9276,-1.2225,0.557,FALSE
5,pm25,0_hw_1,1_hw_2,0.0822,0.9888,-0.238,0.4024,FALSE
5,pm25,0_hw_1,2_hw_4,0.6409,0.0008,0.1821,1.0997,TRUE
5,pm25,0_hw_1,hw_4,0.9554,0.0004,0.2929,1.6179,TRUE
5,pm25,0_hw_1,non_canyon,-0.0106,1,-0.1619,0.1407,FALSE
5,pm25,0_hw_1,on_viaduct,-0.2318,0.0686,-0.4727,0.0092,FALSE
5,pm25,0_hw_1,under_viaduct,0.5256,0.6491,-0.4132,1.4645,FALSE
5,pm25,1_hw_2,2_hw_4,0.5587,0.0335,0.0244,1.0929,TRUE
5,pm25,1_hw_2,hw_4,0.8732,0.0061,0.1564,1.59,TRUE
5,pm25,1_hw_2,non_canyon,-0.0928,0.9763,-0.4055,0.2199,FALSE
5,pm25,1_hw_2,on_viaduct,-0.314,0.1456,-0.6786,0.0507,FALSE
5,pm25,1_hw_2,under_viaduct,0.4434,0.8346,-0.5345,1.4214,FALSE
5,pm25,2_hw_4,hw_4,0.3145,0.9033,-0.474,1.1031,FALSE
5,pm25,2_hw_4,non_canyon,-0.6515,0.0005,-1.1051,-0.1979,TRUE
5,pm25,2_hw_4,on_viaduct,-0.8726,0,-1.3635,-0.3818,TRUE
5,pm25,2_hw_4,under_viaduct,-0.1153,0.9999,-1.1469,0.9164,FALSE
5,pm25,hw_4,non_canyon,-0.966,0.0003,-1.6249,-0.3071,TRUE
5,pm25,hw_4,on_viaduct,-1.1872,0,-1.8722,-0.5021,TRUE
5,pm25,hw_4,under_viaduct,-0.4298,0.9239,-1.5668,0.7072,FALSE
5,pm25,non_canyon,on_viaduct,-0.2211,0.0708,-0.452,0.0097,FALSE
5,pm25,non_canyon,under_viaduct,0.5362,0.6237,-0.4001,1.4726,FALSE
5,pm25,on_viaduct,under_viaduct,0.7574,0.2256,-0.1976,1.7123,FALSE
6,pm25,0_hw_1,1_hw_2,-0.3289,0.2331,-0.7464,0.0887,FALSE
6,pm25,0_hw_1,2_hw_4,-0.164,0.9842,-0.7623,0.4343,FALSE
6,pm25,0_hw_1,hw_4,0.0792,1,-0.7847,0.943,FALSE
6,pm25,0_hw_1,non_canyon,0.5858,0,0.3885,0.7831,TRUE
6,pm25,0_hw_1,on_viaduct,0.369,0.0097,0.0548,0.6832,TRUE
6,pm25,0_hw_1,under_viaduct,0.7732,0.5057,-0.451,1.9974,FALSE
6,pm25,1_hw_2,2_hw_4,0.1649,0.9928,-0.5317,0.8615,FALSE
6,pm25,1_hw_2,hw_4,0.408,0.8581,-0.5266,1.3427,FALSE
6,pm25,1_hw_2,non_canyon,0.9147,0,0.507,1.3224,TRUE
6,pm25,1_hw_2,on_viaduct,0.6979,0.0003,0.2224,1.1733,TRUE
6,pm25,1_hw_2,under_viaduct,1.1021,0.1423,-0.1731,2.3772,FALSE
6,pm25,2_hw_4,hw_4,0.2431,0.9928,-0.785,1.2713,FALSE
6,pm25,2_hw_4,non_canyon,0.7498,0.0035,0.1583,1.3412,TRUE
6,pm25,2_hw_4,on_viaduct,0.533,0.1759,-0.1071,1.173,FALSE
6,pm25,2_hw_4,under_viaduct,0.9372,0.3804,-0.408,2.2824,FALSE
6,pm25,hw_4,non_canyon,0.5066,0.5898,-0.3525,1.3658,FALSE
6,pm25,hw_4,on_viaduct,0.2898,0.963,-0.6034,1.1831,FALSE
6,pm25,hw_4,under_viaduct,0.694,0.8126,-0.7885,2.1765,FALSE
6,pm25,non_canyon,on_viaduct,-0.2168,0.3387,-0.5179,0.0842,FALSE
6,pm25,non_canyon,under_viaduct,0.1874,0.9994,-1.0335,1.4083,FALSE
6,pm25,on_viaduct,under_viaduct,0.4042,0.9629,-0.8409,1.6493,FALSE
7,pm25,0_hw_1,1_hw_2,-0.2163,0.6876,-0.617,0.1843,FALSE
7,pm25,0_hw_1,2_hw_4,0.0859,0.9994,-0.4882,0.66,FALSE
7,pm25,0_hw_1,hw_4,0.4256,0.7366,-0.4033,1.2546,FALSE
7,pm25,0_hw_1,non_canyon,0.4751,0,0.2858,0.6644,TRUE
7,pm25,0_hw_1,on_viaduct,0.2513,0.1751,-0.0502,0.5528,FALSE
7,pm25,0_hw_1,under_viaduct,0.5354,0.8313,-0.6394,1.7101,FALSE
7,pm25,1_hw_2,2_hw_4,0.3023,0.8364,-0.3662,0.9707,FALSE
7,pm25,1_hw_2,hw_4,0.642,0.3463,-0.2549,1.5389,FALSE
7,pm25,1_hw_2,non_canyon,0.6914,0,0.3002,1.0827,TRUE
7,pm25,1_hw_2,on_viaduct,0.4677,0.0403,0.0114,0.9239,TRUE
7,pm25,1_hw_2,under_viaduct,0.7517,0.5403,-0.4719,1.9753,FALSE
7,pm25,2_hw_4,hw_4,0.3397,0.9507,-0.647,1.3264,FALSE
7,pm25,2_hw_4,non_canyon,0.3892,0.4008,-0.1784,0.9567,FALSE
7,pm25,2_hw_4,on_viaduct,0.1654,0.9856,-0.4488,0.7796,FALSE
7,pm25,2_hw_4,under_viaduct,0.4494,0.948,-0.8414,1.7403,FALSE
7,pm25,hw_4,non_canyon,0.0495,1,-0.775,0.8739,FALSE
7,pm25,hw_4,on_viaduct,-0.1743,0.9968,-1.0315,0.6829,FALSE
7,pm25,hw_4,under_viaduct,0.1097,1,-1.3129,1.5324,FALSE
7,pm25,non_canyon,on_viaduct,-0.2238,0.2518,-0.5127,0.0651,FALSE
7,pm25,non_canyon,under_viaduct,0.0603,1,-1.1113,1.2319,FALSE
7,pm25,on_viaduct,under_viaduct,0.2841,0.9926,-0.9108,1.4789,FALSE
8,pm25,0_hw_1,1_hw_2,0.0775,0.6794,-0.0649,0.2199,FALSE
8,pm25,0_hw_1,2_hw_4,0.2708,0.0018,0.0668,0.4749,TRUE
8,pm25,0_hw_1,hw_4,0.3946,0.0015,0.1,0.6892,TRUE
8,pm25,0_hw_1,non_canyon,0.1215,0,0.0542,0.1888,TRUE
8,pm25,0_hw_1,on_viaduct,-0.0143,0.9997,-0.1215,0.0929,FALSE
8,pm25,0_hw_1,under_viaduct,0.7916,0,0.374,1.2091,TRUE
8,pm25,1_hw_2,2_hw_4,0.1933,0.1988,-0.0443,0.4309,FALSE
8,pm25,1_hw_2,hw_4,0.3171,0.0522,-0.0017,0.6359,FALSE
8,pm25,1_hw_2,non_canyon,0.044,0.9673,-0.095,0.1831,FALSE
8,pm25,1_hw_2,on_viaduct,-0.0918,0.6366,-0.254,0.0703,FALSE
8,pm25,1_hw_2,under_viaduct,0.7141,0,0.2792,1.149,TRUE
8,pm25,2_hw_4,hw_4,0.1238,0.9445,-0.2269,0.4745,FALSE
8,pm25,2_hw_4,non_canyon,-0.1493,0.3052,-0.351,0.0524,FALSE
8,pm25,2_hw_4,on_viaduct,-0.2851,0.0023,-0.5034,-0.0668,TRUE
8,pm25,2_hw_4,under_viaduct,0.5208,0.0144,0.0619,0.9796,TRUE
8,pm25,hw_4,non_canyon,-0.2731,0.0867,-0.5661,0.0199,FALSE
8,pm25,hw_4,on_viaduct,-0.4089,0.0015,-0.7136,-0.1043,TRUE
8,pm25,hw_4,under_viaduct,0.397,0.2368,-0.1087,0.9026,FALSE
8,pm25,non_canyon,on_viaduct,-0.1358,0.0019,-0.2385,-0.0331,TRUE
8,pm25,non_canyon,under_viaduct,0.6701,0,0.2537,1.0865,TRUE
8,pm25,on_viaduct,under_viaduct,0.8059,0,0.3812,1.2306,TRUE
9,pm25,0_hw_1,1_hw_2,0.146,0.1802,-0.0301,0.322,FALSE
9,pm25,0_hw_1,2_hw_4,0.5877,0,0.3354,0.84,TRUE
9,pm25,0_hw_1,hw_4,0.9021,0,0.5378,1.2663,TRUE
9,pm25,0_hw_1,non_canyon,-0.0887,0.0278,-0.1719,-0.0055,TRUE
9,pm25,0_hw_1,on_viaduct,-0.3841,0,-0.5166,-0.2516,TRUE
9,pm25,0_hw_1,under_viaduct,-0.1263,0.9913,-0.6425,0.3899,FALSE
9,pm25,1_hw_2,2_hw_4,0.4418,0.0002,0.148,0.7355,TRUE
9,pm25,1_hw_2,hw_4,0.7561,0,0.362,1.1502,TRUE
9,pm25,1_hw_2,non_canyon,-0.2347,0.0011,-0.4066,-0.0627,TRUE
9,pm25,1_hw_2,on_viaduct,-0.5301,0,-0.7305,-0.3296,TRUE
9,pm25,1_hw_2,under_viaduct,-0.2722,0.7493,-0.8099,0.2654,FALSE
9,pm25,2_hw_4,hw_4,0.3144,0.3303,-0.1192,0.7479,FALSE
9,pm25,2_hw_4,non_canyon,-0.6764,0,-0.9258,-0.427,TRUE
9,pm25,2_hw_4,on_viaduct,-0.9718,0,-1.2417,-0.7019,TRUE
9,pm25,2_hw_4,under_viaduct,-0.714,0.0039,-1.2813,-0.1468,TRUE
9,pm25,hw_4,non_canyon,-0.9908,0,-1.3531,-0.6285,TRUE
9,pm25,hw_4,on_viaduct,-1.2862,0,-1.6629,-0.9095,TRUE
9,pm25,hw_4,under_viaduct,-1.0284,0,-1.6535,-0.4032,TRUE
9,pm25,non_canyon,on_viaduct,-0.2954,0,-0.4224,-0.1685,TRUE
9,pm25,non_canyon,under_viaduct,-0.0376,1,-0.5524,0.4772,FALSE
9,pm25,on_viaduct,under_viaduct,0.2578,0.7756,-0.2672,0.7829,FALSE
10,pm25,0_hw_1,1_hw_2,-0.1661,0.9002,-0.5794,0.2473,FALSE
10,pm25,0_hw_1,2_hw_4,0.159,0.9859,-0.4334,0.7513,FALSE
10,pm25,0_hw_1,hw_4,0.4697,0.6699,-0.3856,1.3249,FALSE
10,pm25,0_hw_1,non_canyon,0.4216,0,0.2263,0.6169,TRUE
10,pm25,0_hw_1,on_viaduct,0.2443,0.2362,-0.0667,0.5554,FALSE
10,pm25,0_hw_1,under_viaduct,0.6795,0.6475,-0.5325,1.8916,FALSE
10,pm25,1_hw_2,2_hw_4,0.3251,0.8076,-0.3646,1.0147,FALSE
10,pm25,1_hw_2,hw_4,0.6357,0.3982,-0.2896,1.5611,FALSE
10,pm25,1_hw_2,non_canyon,0.5877,0.0004,0.184,0.9913,TRUE
10,pm25,1_hw_2,on_viaduct,0.4104,0.135,-0.0603,0.8811,FALSE
10,pm25,1_hw_2,under_viaduct,0.8456,0.4308,-0.4169,2.1081,FALSE
10,pm25,2_hw_4,hw_4,0.3107,0.9727,-0.7073,1.3286,FALSE
10,pm25,2_hw_4,non_canyon,0.2626,0.8417,-0.323,0.8482,FALSE
10,pm25,2_hw_4,on_viaduct,0.0854,0.9997,-0.5483,0.719,FALSE
10,pm25,2_hw_4,under_viaduct,0.5205,0.9116,-0.8113,1.8524,FALSE
10,pm25,hw_4,non_canyon,-0.0481,1,-0.8987,0.8025,FALSE
10,pm25,hw_4,on_viaduct,-0.2253,0.9893,-1.1097,0.6591,FALSE
10,pm25,hw_4,under_viaduct,0.2099,0.9996,-1.2579,1.6777,FALSE
10,pm25,non_canyon,on_viaduct,-0.1772,0.5799,-0.4753,0.1208,FALSE
10,pm25,non_canyon,under_viaduct,0.2579,0.9959,-0.9508,1.4667,FALSE
10,pm25,on_viaduct,under_viaduct,0.4352,0.9445,-0.7976,1.668,FALSE
11,pm25,0_hw_1,1_hw_2,-0.058,0.9998,-0.5111,0.3951,FALSE
11,pm25,0_hw_1,2_hw_4,0.4737,0.3226,-0.1756,1.123,FALSE
11,pm25,0_hw_1,hw_4,1.0024,0.027,0.065,1.9399,TRUE
11,pm25,0_hw_1,non_canyon,0.4258,0,0.2117,0.6399,TRUE
11,pm25,0_hw_1,on_viaduct,0.4227,0.0048,0.0817,0.7637,TRUE
11,pm25,0_hw_1,under_viaduct,0.3854,0.9789,-0.9431,1.7139,FALSE
11,pm25,1_hw_2,2_hw_4,0.5317,0.3683,-0.2242,1.2877,FALSE
11,pm25,1_hw_2,hw_4,1.0605,0.0336,0.0462,2.0747,TRUE
11,pm25,1_hw_2,non_canyon,0.4838,0.0216,0.0414,0.9263,TRUE
11,pm25,1_hw_2,on_viaduct,0.4807,0.0869,-0.0352,0.9967,FALSE
11,pm25,1_hw_2,under_viaduct,0.4434,0.9652,-0.9404,1.8272,FALSE
11,pm25,2_hw_4,hw_4,0.5287,0.8036,-0.5871,1.6445,FALSE
11,pm25,2_hw_4,non_canyon,-0.0479,1,-0.6898,0.594,FALSE
11,pm25,2_hw_4,on_viaduct,-0.051,1,-0.7456,0.6436,FALSE
11,pm25,2_hw_4,under_viaduct,-0.0883,1,-1.5482,1.3715,FALSE
11,pm25,hw_4,non_canyon,-0.5766,0.532,-1.509,0.3557,FALSE
11,pm25,hw_4,on_viaduct,-0.5797,0.5731,-1.5491,0.3897,FALSE
11,pm25,hw_4,under_viaduct,-0.617,0.9188,-2.2259,0.9918,FALSE
11,pm25,non_canyon,on_viaduct,-0.0031,1,-0.3298,0.3236,FALSE
11,pm25,non_canyon,under_viaduct,-0.0404,1,-1.3653,1.2845,FALSE
11,pm25,on_viaduct,under_viaduct,-0.0373,1,-1.3886,1.3139,FALSE
12,pm25,0_hw_1,1_hw_2,-0.2764,0.9812,-1.2513,0.6984,FALSE
12,pm25,0_hw_1,2_hw_4,0.5513,0.9077,-0.8456,1.9481,FALSE
12,pm25,0_hw_1,hw_4,1.2907,0.489,-0.7262,3.3076,FALSE
12,pm25,0_hw_1,non_canyon,0.7643,0,0.3037,1.2249,TRUE
12,pm25,0_hw_1,on_viaduct,0.0881,0.9998,-0.6455,0.8218,FALSE
12,pm25,0_hw_1,under_viaduct,1.0897,0.9209,-1.7685,3.9479,FALSE
12,pm25,1_hw_2,2_hw_4,0.8277,0.7447,-0.7987,2.4541,FALSE
12,pm25,1_hw_2,hw_4,1.5671,0.3421,-0.615,3.7493,FALSE
12,pm25,1_hw_2,non_canyon,1.0407,0.0216,0.0888,1.9926,TRUE
12,pm25,1_hw_2,on_viaduct,0.3646,0.9607,-0.7455,1.4746,FALSE
12,pm25,1_hw_2,under_viaduct,1.3662,0.8266,-1.611,4.3433,FALSE
12,pm25,2_hw_4,hw_4,0.7395,0.9714,-1.6611,3.14,FALSE
12,pm25,2_hw_4,non_canyon,0.213,0.9993,-1.1679,1.594,FALSE
12,pm25,2_hw_4,on_viaduct,-0.4631,0.9705,-1.9575,1.0312,FALSE
12,pm25,2_hw_4,under_viaduct,0.5385,0.9988,-2.6022,3.6792,FALSE
12,pm25,hw_4,non_canyon,-0.5264,0.9874,-2.5323,1.4795,FALSE
12,pm25,hw_4,on_viaduct,-1.2026,0.616,-3.2882,0.883,FALSE
12,pm25,hw_4,under_viaduct,-0.201,1,-3.6623,3.2603,FALSE
12,pm25,non_canyon,on_viaduct,-0.6761,0.0685,-1.379,0.0268,FALSE
12,pm25,non_canyon,under_viaduct,0.3255,0.9999,-2.525,3.1759,FALSE
12,pm25,on_viaduct,under_viaduct,1.0016,0.9506,-1.9055,3.9087,FALSE
13,pm25,0_hw_1,1_hw_2,-0.2859,0.9807,-1.2893,0.7174,FALSE
13,pm25,0_hw_1,2_hw_4,0.5281,0.9332,-0.9095,1.9658,FALSE
13,pm25,0_hw_1,hw_4,1.3353,0.4825,-0.7405,3.4111,FALSE
13,pm25,0_hw_1,non_canyon,0.8691,0,0.3951,1.3431,TRUE
13,pm25,0_hw_1,on_viaduct,0.5714,0.2786,-0.1837,1.3264,FALSE
13,pm25,0_hw_1,under_viaduct,1.3329,0.8351,-1.6088,4.2746,FALSE
13,pm25,1_hw_2,2_hw_4,0.8141,0.7835,-0.8599,2.488,FALSE
13,pm25,1_hw_2,hw_4,1.6212,0.3357,-0.6247,3.8672,FALSE
13,pm25,1_hw_2,non_canyon,1.155,0.0092,0.1753,2.1348,TRUE
13,pm25,1_hw_2,on_viaduct,0.8573,0.2886,-0.2852,1.9998,FALSE
13,pm25,1_hw_2,under_viaduct,1.6189,0.7094,-1.4453,4.683,FALSE
13,pm25,2_hw_4,hw_4,0.8072,0.9617,-1.6635,3.2779,FALSE
13,pm25,2_hw_4,non_canyon,0.341,0.9922,-1.0803,1.7623,FALSE
13,pm25,2_hw_4,on_viaduct,0.0433,1,-1.4947,1.5813,FALSE
13,pm25,2_hw_4,under_viaduct,0.8048,0.9905,-2.4277,4.0373,FALSE
13,pm25,hw_4,non_canyon,-0.4662,0.9944,-2.5307,1.5983,FALSE
13,pm25,hw_4,on_viaduct,-0.7639,0.9424,-2.9105,1.3826,FALSE
13,pm25,hw_4,under_viaduct,-0.0024,1,-3.5649,3.5601,FALSE
13,pm25,non_canyon,on_viaduct,-0.2977,0.8893,-1.0211,0.4257,FALSE
13,pm25,non_canyon,under_viaduct,0.4638,0.9992,-2.4699,3.3976,FALSE
13,pm25,on_viaduct,under_viaduct,0.7615,0.9893,-2.2305,3.7536,FALSE
14,pm25,0_hw_1,1_hw_2,-0.9896,0,-1.5578,-0.4214,TRUE
14,pm25,0_hw_1,2_hw_4,-0.5978,0.3149,-1.4119,0.2164,FALSE
14,pm25,0_hw_1,hw_4,-0.1145,1,-1.2901,1.0611,FALSE
14,pm25,0_hw_1,non_canyon,0.668,0,0.3995,0.9364,TRUE
14,pm25,0_hw_1,on_viaduct,-0.0553,0.9998,-0.4829,0.3723,FALSE
14,pm25,0_hw_1,under_viaduct,0.2767,0.999,-1.3893,1.9427,FALSE
14,pm25,1_hw_2,2_hw_4,0.3919,0.8871,-0.5561,1.3399,FALSE
14,pm25,1_hw_2,hw_4,0.8751,0.3964,-0.3968,2.1471,FALSE
14,pm25,1_hw_2,non_canyon,1.6576,0,1.1027,2.2125,TRUE
14,pm25,1_hw_2,on_viaduct,0.9343,0.0004,0.2873,1.5814,TRUE
14,pm25,1_hw_2,under_viaduct,1.2663,0.3224,-0.469,3.0016,FALSE
14,pm25,2_hw_4,hw_4,0.4832,0.95,-0.916,1.8825,FALSE
14,pm25,2_hw_4,non_canyon,1.2657,0.0001,0.4608,2.0707,TRUE
14,pm25,2_hw_4,on_viaduct,0.5425,0.5233,-0.3286,1.4135,FALSE
14,pm25,2_hw_4,under_viaduct,0.8744,0.7976,-0.9563,2.7051,FALSE
14,pm25,hw_4,non_canyon,0.7825,0.4318,-0.3867,1.9517,FALSE
14,pm25,hw_4,on_viaduct,0.0592,1,-1.1564,1.2749,FALSE
14,pm25,hw_4,under_viaduct,0.3912,0.9976,-1.6264,2.4088,FALSE
14,pm25,non_canyon,on_viaduct,-0.7233,0,-1.133,-0.3135,TRUE
14,pm25,non_canyon,under_viaduct,-0.3913,0.9929,-2.0528,1.2702,FALSE
14,pm25,on_viaduct,under_viaduct,0.3319,0.9974,-1.3626,2.0265,FALSE
15,pm25,0_hw_1,1_hw_2,-0.7857,0,-1.0673,-0.5041,TRUE
15,pm25,0_hw_1,2_hw_4,-0.7347,0,-1.1382,-0.3312,TRUE
15,pm25,0_hw_1,hw_4,-0.6256,0.0259,-1.2083,-0.043,TRUE
15,pm25,0_hw_1,non_canyon,0.1959,0.0003,0.0629,0.329,TRUE
15,pm25,0_hw_1,on_viaduct,-0.591,0,-0.8029,-0.379,TRUE
15,pm25,0_hw_1,under_viaduct,-0.7692,0.087,-1.5949,0.0564,FALSE
15,pm25,1_hw_2,2_hw_4,0.051,0.9999,-0.4188,0.5208,FALSE
15,pm25,1_hw_2,hw_4,0.1601,0.9894,-0.4703,0.7905,FALSE
15,pm25,1_hw_2,non_canyon,0.9816,0,0.7067,1.2566,TRUE
15,pm25,1_hw_2,on_viaduct,0.1948,0.5544,-0.1259,0.5154,FALSE
15,pm25,1_hw_2,under_viaduct,0.0165,1,-0.8436,0.8765,FALSE
15,pm25,2_hw_4,hw_4,0.1091,0.9993,-0.5844,0.8026,FALSE
15,pm25,2_hw_4,non_canyon,0.9307,0,0.5317,1.3296,TRUE
15,pm25,2_hw_4,on_viaduct,0.1438,0.958,-0.2879,0.5754,FALSE
15,pm25,2_hw_4,under_viaduct,-0.0345,1,-0.9418,0.8728,FALSE
15,pm25,hw_4,non_canyon,0.8216,0.0006,0.2421,1.401,TRUE
15,pm25,hw_4,on_viaduct,0.0347,1,-0.5678,0.6372,FALSE
15,pm25,hw_4,under_viaduct,-0.1436,0.9996,-1.1435,0.8563,FALSE
15,pm25,non_canyon,on_viaduct,-0.7869,0,-0.9899,-0.5838,TRUE
15,pm25,non_canyon,under_viaduct,-0.9652,0.0099,-1.7886,-0.1417,TRUE
