week,pollutant,group1,group2,meandiff,p_value,lower,upper,reject
19,pm10,0_hw_1,hw_4,0.46,0,0.1957,0.7244,TRUE
19,pm10,0_hw_1,non_canyon,-0.1081,0,-0.1684,-0.0477,TRUE
19,pm10,0_hw_1,on_viaduct,-0.4327,0,-0.5289,-0.3366,TRUE
19,pm10,0_hw_1,under_viaduct,-0.4677,0.0044,-0.8424,-0.0931,TRUE
19,pm10,1_hw_2,2_hw_4,0.3192,0.0002,0.106,0.5324,TRUE
19,pm10,1_hw_2,hw_4,0.5664,0,0.2803,0.8524,TRUE
19,pm10,1_hw_2,non_canyon,-0.0017,1,-0.1265,0.123,FALSE
19,pm10,1_hw_2,on_viaduct,-0.3264,0,-0.4719,-0.1809,TRUE
19,pm10,1_hw_2,under_viaduct,-0.3614,0.0908,-0.7516,0.0288,FALSE
19,pm10,2_hw_4,hw_4,0.2472,0.2361,-0.0675,0.5618,FALSE
19,pm10,2_hw_4,non_canyon,-0.3209,0,-0.502,-0.1399,TRUE
19,pm10,2_hw_4,on_viaduct,-0.6456,0,-0.8415,-0.4497,TRUE
19,pm10,2_hw_4,under_viaduct,-0.6806,0,-1.0923,-0.2689,TRUE
19,pm10,hw_4,non_canyon,-0.5681,0,-0.831,-0.3052,TRUE
19,pm10,hw_4,on_viaduct,-0.8928,0,-1.1661,-0.6194,TRUE
19,pm10,hw_4,under_viaduct,-0.9278,0,-1.3815,-0.4741,TRUE
19,pm10,non_canyon,on_viaduct,-0.3247,0,-0.4168,-0.2325,TRUE
19,pm10,non_canyon,under_viaduct,-0.3597,0.0681,-0.7333,0.014,FALSE
19,pm10,on_viaduct,under_viaduct,-0.035,1,-0.4161,0.3461,FALSE
20,pm10,0_hw_1,1_hw_2,-0.2885,0,-0.374,-0.2029,TRUE
20,pm10,0_hw_1,2_hw_4,-0.2968,0,-0.4194,-0.1742,TRUE
20,pm10,0_hw_1,hw_4,-0.2317,0.0022,-0.4088,-0.0547,TRUE
20,pm10,0_hw_1,non_canyon,0.1231,0,0.0827,0.1635,TRUE
20,pm10,0_hw_1,on_viaduct,0.0237,0.9331,-0.0407,0.0881,FALSE
20,pm10,0_hw_1,under_viaduct,-0.168,0.4309,-0.4189,0.0829,FALSE
20,pm10,1_hw_2,2_hw_4,-0.0083,1,-0.1511,0.1344,FALSE
20,pm10,1_hw_2,hw_4,0.0567,0.9765,-0.1348,0.2482,FALSE
20,pm10,1_hw_2,non_canyon,0.4116,0,0.328,0.4951,TRUE
20,pm10,1_hw_2,on_viaduct,0.3121,0,0.2147,0.4096,TRUE
20,pm10,1_hw_2,under_viaduct,0.1205,0.8233,-0.1408,0.3818,FALSE
20,pm10,2_hw_4,hw_4,0.0651,0.971,-0.1456,0.2758,FALSE
20,pm10,2_hw_4,non_canyon,0.4199,0,0.2987,0.5411,TRUE
20,pm10,2_hw_4,on_viaduct,0.3205,0,0.1893,0.4516,TRUE
20,pm10,2_hw_4,under_viaduct,0.1288,0.8138,-0.1468,0.4045,FALSE
20,pm10,hw_4,non_canyon,0.3548,0,0.1788,0.5309,TRUE
20,pm10,hw_4,on_viaduct,0.2554,0.0008,0.0724,0.4385,TRUE
20,pm10,hw_4,under_viaduct,0.0637,0.9962,-0.24,0.3675,FALSE
20,pm10,non_canyon,on_viaduct,-0.0994,0,-0.1611,-0.0377,TRUE
20,pm10,non_canyon,under_viaduct,-0.2911,0.0108,-0.5413,-0.0409,TRUE
20,pm10,on_viaduct,under_viaduct,-0.1917,0.2873,-0.4468,0.0635,FALSE
21,pm10,0_hw_1,1_hw_2,-0.124,0.0001,-0.2052,-0.0429,TRUE
21,pm10,0_hw_1,2_hw_4,0.0445,0.9195,-0.0718,0.1608,FALSE
21,pm10,0_hw_1,hw_4,0.1926,0.0128,0.0246,0.3605,TRUE
21,pm10,0_hw_1,non_canyon,-0.043,0.0166,-0.0813,-0.0046,TRUE
21,pm10,0_hw_1,on_viaduct,-0.1948,0,-0.2559,-0.1337,TRUE
21,pm10,0_hw_1,under_viaduct,-0.3477,0.0003,-0.5857,-0.1098,TRUE
21,pm10,1_hw_2,2_hw_4,0.1686,0.0045,0.0331,0.304,TRUE
21,pm10,1_hw_2,hw_4,0.3166,0,0.1349,0.4983,TRUE
21,pm10,1_hw_2,non_canyon,0.0811,0.0411,0.0018,0.1603,TRUE
21,pm10,1_hw_2,on_viaduct,-0.0708,0.2646,-0.1632,0.0216,FALSE
21,pm10,1_hw_2,under_viaduct,-0.2237,0.1084,-0.4716,0.0242,FALSE
21,pm10,2_hw_4,hw_4,0.148,0.3041,-0.0518,0.3479,FALSE
21,pm10,2_hw_4,non_canyon,-0.0875,0.2722,-0.2025,0.0275,FALSE
21,pm10,2_hw_4,on_viaduct,-0.2393,0,-0.3638,-0.1149,TRUE
21,pm10,2_hw_4,under_viaduct,-0.3922,0.0002,-0.6537,-0.1307,TRUE
21,pm10,hw_4,non_canyon,-0.2355,0.0006,-0.4025,-0.0685,TRUE
21,pm10,hw_4,on_viaduct,-0.3874,0,-0.561,-0.2137,TRUE
21,pm10,hw_4,under_viaduct,-0.5403,0,-0.8285,-0.2521,TRUE
21,pm10,non_canyon,on_viaduct,-0.1519,0,-0.2104,-0.0933,TRUE
21,pm10,non_canyon,under_viaduct,-0.3048,0.0029,-0.5421,-0.0674,TRUE
21,pm10,on_viaduct,under_viaduct,-0.1529,0.5055,-0.3949,0.0892,FALSE
22,pm10,0_hw_1,1_hw_2,-0.016,0.9995,-0.1239,0.0919,FALSE
22,pm10,0_hw_1,2_hw_4,0.3115,0,0.1569,0.4661,TRUE
22,pm10,0_hw_1,hw_4,0.5506,0,0.3274,0.7739,TRUE
22,pm10,0_hw_1,non_canyon,-0.1676,0,-0.2186,-0.1167,TRUE
22,pm10,0_hw_1,on_viaduct,-0.4863,0,-0.5675,-0.4051,TRUE
22,pm10,0_hw_1,under_viaduct,-0.3968,0.0041,-0.7132,-0.0805,TRUE
22,pm10,1_hw_2,2_hw_4,0.3275,0,0.1475,0.5076,TRUE
22,pm10,1_hw_2,hw_4,0.5666,0,0.3251,0.8082,TRUE
22,pm10,1_hw_2,non_canyon,-0.1516,0.0004,-0.257,-0.0463,TRUE
22,pm10,1_hw_2,on_viaduct,-0.4703,0,-0.5931,-0.3474,TRUE
22,pm10,1_hw_2,under_viaduct,-0.3808,0.0117,-0.7104,-0.0513,TRUE
22,pm10,2_hw_4,hw_4,0.2391,0.1105,-0.0266,0.5048,FALSE
22,pm10,2_hw_4,non_canyon,-0.4792,0,-0.632,-0.3263,TRUE
22,pm10,2_hw_4,on_viaduct,-0.7978,0,-0.9632,-0.6324,TRUE
22,pm10,2_hw_4,under_viaduct,-0.7084,0,-1.056,-0.3608,TRUE
22,pm10,hw_4,non_canyon,-0.7183,0,-0.9403,-0.4962,TRUE
22,pm10,hw_4,on_viaduct,-1.0369,0,-1.2678,-0.8061,TRUE
22,pm10,hw_4,under_viaduct,-0.9475,0,-1.3306,-0.5644,TRUE
22,pm10,non_canyon,on_viaduct,-0.3187,0,-0.3965,-0.2409,TRUE
22,pm10,non_canyon,under_viaduct,-0.2292,0.3278,-0.5447,0.0863,FALSE
22,pm10,on_viaduct,under_viaduct,0.0894,0.983,-0.2323,0.4112,FALSE
